origin,anchor,target,forecast,actual,ape
2020-04-01,2020-02-01,2021-04-01,2351.247271849607,1517.0,54.99322820366559
2020-05-01,2020-03-01,2021-05-01,1236.138213032566,1546.0,20.042806401515783
2020-06-01,2020-04-01,2021-06-01,590.8750354714234,1650.0,64.18939178961071
2020-07-01,2020-05-01,2021-07-01,715.9872315198454,1554.0,53.92617557787352
2020-08-01,2020-06-01,2021-08-01,1131.2850354927275,1580.0,28.39968129792864
2020-09-01,2020-07-01,2021-09-01,1912.4880470202593,1530.0,24.99921875949407
2020-10-01,2020-08-01,2021-10-01,1462.898244104815,1502.0,2.6033126428219093
2020-11-01,2020-09-01,2021-11-01,1599.3417964123685,1678.0,4.687616423577564
2020-12-01,2020-10-01,2021-12-01,1785.9768916285848,1708.0,4.565391781533067
2021-01-01,2020-11-01,2022-01-01,1781.087746325056,1657.0,7.4886992350667505
2021-02-01,2020-12-01,2022-02-01,1770.036878485146,1788.0,1.0046488542983243
2021-03-01,2021-01-01,2022-03-01,1537.9020122302124,1728.0,11.001040958899742
2021-04-01,2021-02-01,2022-04-01,1267.7686446657694,1810.0,29.95753344388014
2021-05-01,2021-03-01,2022-05-01,2511.5617976679077,1591.0,57.860578106091
2021-06-01,2021-04-01,2022-06-01,2859.4317361398653,1599.0,78.82624991493842
2021-07-01,2021-05-01,2022-07-01,2528.4839918494363,1404.0,80.09145241092851
2021-08-01,2021-06-01,2022-08-01,2212.661180333934,1566.0,41.29381739041725
2021-09-01,2021-07-01,2022-09-01,1578.3240665456499,1488.0,6.070165762476471
2021-10-01,2021-08-01,2022-10-01,1946.789379043862,1434.0,35.759370923560816
2021-11-01,2021-09-01,2022-11-01,1689.8670196535252,1401.0,20.61863095314241
2021-12-01,2021-10-01,2022-12-01,1527.0300594513571,1371.0,11.38074831884443
2022-01-01,2021-11-01,2023-01-01,1841.7446240607587,1321.0,39.42048630285834
2022-02-01,2021-12-01,2023-02-01,1751.1141857690375,1432.0,22.28451017940206
2022-03-01,2022-01-01,2023-03-01,1653.2981694337825,1371.0,20.5906761074969
2022-04-01,2022-02-01,2023-04-01,2236.301482317333,1340.0,66.88817032218904
2022-05-01,2022-03-01,2023-05-01,1875.7286478507478,1559.0,20.316141619675935
2022-06-01,2022-04-01,2023-06-01,2020.0935561956298,1398.0,44.498823762205284
2022-07-01,2022-05-01,2023-07-01,1486.1313495812626,1447.0,2.704308886058232
2022-08-01,2022-06-01,2023-08-01,1444.8442722655836,1269.0,13.85691664819414
2022-09-01,2022-07-01,2023-09-01,1310.7336780351864,1346.0,2.6200833554839256
2022-10-01,2022-08-01,2023-10-01,1573.8341352650145,1359.0,15.808251307212254
2022-11-01,2022-09-01,2023-11-01,1310.6234045759002,1525.0,14.057481667154088
2022-12-01,2022-10-01,2023-12-01,1279.3225794705957,1562.0,18.09714600060207
2023-01-01,2022-11-01,2024-01-01,1158.6254853986152,1374.0,15.675001062691763
2023-02-01,2022-12-01,2024-02-01,1036.8233974337352,1549.0,33.064984026227556
2023-03-01,2023-01-01,2024-03-01,987.9805713775185,1287.0,23.233832837799653
2023-04-01,2023-02-01,2024-04-01,1143.7435881114602,1352.0,15.40358076098667
2023-05-01,2023-03-01,2024-05-01,1138.5564870125324,1314.0,13.351865524160392
2023-06-01,2023-04-01,2024-06-01,1043.80877921291,1329.0,21.459083580668928
2023-07-01,2023-05-01,2024-07-01,1740.0297293950591,1237.0,40.66529744503307
2023-08-01,2023-06-01,2024-08-01,1298.8323816727175,1361.0,4.5677897374932055
2023-09-01,2023-07-01,2024-09-01,1552.5680269221773,1353.0,14.750038944728553
2023-10-01,2023-08-01,2024-10-01,1065.038168661828,1312.0,18.823310315409454
2023-11-01,2023-09-01,2024-11-01,1244.9859616684357,1294.0,3.7877927613264513
2023-12-01,2023-10-01,2024-12-01,1305.1699126059254,1515.0,13.850170785087428
2024-01-01,2023-11-01,2025-01-01,1730.9133511278364,1350.0,28.215803787247147
2024-02-01,2023-12-01,2025-02-01,1590.0887512422069,1494.0,6.431643322771544
2024-03-01,2024-01-01,2025-03-01,1320.5763707065598,1339.0,1.3759245178073318
2024-04-01,2024-02-01,2025-04-01,1626.5463766851396,1392.0,16.849596026231296
2024-05-01,2024-03-01,2025-05-01,1255.3471396567995,1263.0,0.605927184734796
2024-06-01,2024-04-01,2025-06-01,1350.7257767376548,1358.0,0.5356570885379404
